quote|author|category
A kind heart is a fountain of gladness, making everything in its vicinity freshen into smiles.|Washington Irving|['smile']
A kiss is a lovely trick designed by nature to stop speech when words become superfluous.|Ingrid Bergman|['love', 'nature']
A kiss is a rosy dot over the 'i' of loving.|Cyrano de Bergerac|['love']
A kiss makes the heart young again and wipes out the years.|Rupert Brooke|['love']
A kitten is in the animal world what a rosebud is in the garden.|Robert Southey|['pet']
A lady's imagination is very rapid it jumps from admiration to love, from love to matrimony in a moment.|Jane Austen|['imagination']
A large income is the best recipe for happiness I ever heard of.|Jane Austen|['best', 'happiness']
A lawyer I once knew told me of a strange case, a suffragette who had never married. After her death, he opened her trunk and discovered 50 wedding gowns.|Marguerite Young|['wedding']
A lawyer without history or literature is a mechanic, a mere working mason if he possesses some knowledge of these, he may venture to call himself an architect.|Walter Scott|['history', 'knowledge']
A leader does not deserve the name unless he is willing occasionally to stand alone.|Henry A. Kissinger|['alone', 'leadership']
A leader is a dealer in hope.|Napoleon Bonaparte|['hope', 'leadership']
A leader who confines his role to his people's experience dooms himself to stagnation a leader who outstrips his people's experience runs the risk of not being understood.|Henry A. Kissinger|['experience']
A leaf fluttered in through the window this morning, as if supported by the rays of the sun, a bird settled on the fire escape, joy in the task of coffee, joy accompanied me as I walked.|Anais Nin|['morning']
A lean compromise is better than a fat lawsuit.|George Herbert|['legal']
A liar begins with making falsehood appear like truth, and ends with making truth itself appear like falsehood.|William Shenstone|['truth']
A liberal is a man or a woman or a child who looks forward to a better day, a more tranquil night, and a bright, infinite future.|Leonard Bernstein|['future', 'politics']
A liberal is a man who is willing to spend somebody else's money.|Carter Glass|['money', 'politics']
A liberated woman is one who has sex before marriage and a job after.|Gloria Steinem|['marriage']
A library implies an act of faith.|Victor Hugo|['faith']
A lie gets halfway around the world before the truth has a chance to get its pants on.|Winston Churchill|['truth']
A lie which is half a truth is ever the blackest of lies.|Alfred Lord Tennyson|['truth']
A lie would have no sense unless the truth were felt dangerous.|Alfred Adler|['truth']
A life is not important except in the impact it has on other lives.|Jackie Robinson|['life']
A life of leisure and a life of laziness are two things. There will be sleeping enough in the grave.|Benjamin Franklin|['life']
A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing.|George Bernard Shaw|['life']
A life which does not go into action is a failure.|Arnold J. Toynbee|['failure']
A lifetime of training for just ten seconds.|Jesse Owens|['sports']
A little group of willful men, representing no opinion but their own, have rendered the great government of the United States helpless and contemptible.|Woodrow Wilson|['government', 'great', 'men']
A little learning is a dangerous thing Drink deep, or taste not the Pierian spring.|Alexander Pope|['learning']
A little learning is a dangerous thing, but we must take that risk because a little is as much as our biggest heads can hold.|George Bernard Shaw|['learning']
A little learning is not a dangerous thing to one who does not mistake it for a great deal.|William Allen White|['learning']
A little learning, indeed, may be a dangerous thing, but the want of learning is a calamity to any people.|Frederick Douglass|['learning']
A little less complaint and whining, and a little more dogged work and manly striving, would do us more credit than a thousand civil rights bills.|W. E. B. Du Bois|['work']
A little nonsense now and then is relished by the wisest men.|Roald Dahl|['men']
A little philosophy inclineth man's mind to atheism, but depth in philosophy bringeth men's minds about to religion.|Francis Bacon|['men', 'religion']
A little sincerity is a dangerous thing, and a great deal of it is absolutely fatal.|Oscar Wilde|['great']
A little thought and a little kindness are often worth more than a great deal of money.|John Ruskin|['great', 'money']
A live concert to me is exciting because of all the electricity that is generated in the crowd and on stage. It's my favorite part of the business, live concerts.|Elvis Presley|['business']
A lot has been written about Tony Perkins and myself and I figured, Let's get it straight. I had a relationship with Tony for two to three years, but those are only threads in the tapestry of my whole life.|Tab Hunter|['relationship']
A lot of Jews are great friends of mine.|Billy Graham|['great']
A lot of country music is sad.|Willie Nelson|['music', 'sad']
A lot of football success is in the mind. You must believe you are the best and then make sure that you are.|Bill Shankly|['success']
A lot of guys go, 'Hey, Yog, say a Yogi-ism.' I tell 'em, 'I don't know any.' They want me to make one up. I don't make 'em up. I don't even know when I say it. They're the truth. And it is the truth. I don't know.|Yogi Berra|['truth']
A lot of movies are about life, mine are like a slice of cake.|Alfred Hitchcock|['movies']
A lot of music is mathematics. It's balance.|Mel Brooks|['music']
A lot of people like snow. I find it to be an unnecessary freezing of water.|Carl Reiner|['nature']
A lot of people say I'd miss show business if I quit. I'd miss some of it. Now it's the only life I know.|Loretta Lynn|['business']
A lot of the fun lies in trying to penetrate the mystery and this is best done by saying over the lines to yourself again and again, till they pass through the stage of sounding like nonsense, and finally return to a full sense that had at first escaped notice.|Anthony Hecht|['best']
A lot of the high-level sports are really in your mind.|Ronald Graham|['sports']
